"locus"	"Half-life"	"RPKM"
BCE_4335	NA	NA
BCE_4336	NA	NA
BCE_4337	NA	NA
BCE_4338	NA	11
BCE_4339	NA	185
BCE_4340	5.3	65
BCE_4341	6.1	36
BCE_4342	NA	8
BCE_4343	2.6	477
BCE_4344	2.4	305
BCE_4345	3.6	110
BCE_4346	NA	6486
BCE_4347	2.1	9
BCE_4348	NA	NA
BCE_4349	NA	NA
BCE_4350	NA	NA
BCE_4351	NA	NA
BCE_4352	NA	NA
BCE_4353	1.6	271
BCE_4354	3.1	12
BCE_4355	7.5	1375
BCE_4356	2.4	66
BCE_4357	NA	7
BCE_4358	1.5	267
BCE_4359	NA	79
BCE_4360	0.7	46
BCE_4361	NA	38
BCE_4362	2.8	49
BCE_4363	NA	5
BCE_4364	2.8	134
BCE_4365	2.7	102
BCE_4366	2.8	345
BCE_4367	NA	NA
BCE_4368	2.3	205
BCE_4369	2.3	166
BCE_4370	1.7	111
BCE_4371	5.0	15
BCE_4372	6.0	443
BCE_4373	NA	272
BCE_4374	3.0	407
BCE_4375	NA	113
BCE_4376	4.2	192
BCE_4377	5.4	198
BCE_4378	3.7	107
BCE_4379	3.7	401
BCE_4380	3.8	282
BCE_4381	5.4	287
BCE_4382	NA	35
BCE_4383	1.8	105
BCE_4384	1.4	55
BCE_4385	1.8	108
BCE_4386	0.9	29
BCE_4387	NA	NA
BCE_4388	NA	NA
BCE_4389	13.9	10219
BCE_4390	11.5	11593
BCE_4391	2.7	249
BCE_4392	2.2	428
BCE_4393	3.4	342
BCE_4394	4.3	397
BCE_4395	4.6	969
BCE_4396	4.0	954
BCE_4397	1.2	507
BCE_4398	1.4	28
BCE_4399	2.2	33
BCE_4400	1.5	352
BCE_4401	NA	NA
BCE_4402	NA	NA
BCE_4403	6.5	2517
BCE_4404	1.4	32
BCE_4405	2.4	28
BCE_4406	NA	NA
BCE_4407	2.7	48
BCE_4408	2.4	7
BCE_4409	1.3	6
BCE_4410	4.0	920
BCE_4411	3.4	1027
BCE_4412	2.6	824
BCE_4413	3.3	693
BCE_4414	3.3	786
BCE_4415	2.3	745
BCE_4416	2.3	575
BCE_4417	1.6	562
BCE_4418	NA	262
BCE_4419	1.2	252
BCE_4420	NA	NA
BCE_4421	NA	NA
BCE_4422	1.7	114
BCE_4423	NA	NA
BCE_4424	NA	298
BCE_4425	1.4	35
BCE_4426	NA	NA
BCE_4427	4.6	5
BCE_4428	NA	NA
BCE_4429	2.9	8
BCE_4430	2.2	31
BCE_4431	5.0	366
BCE_4432	NA	NA
BCE_4433	NA	NA
BCE_4434	NA	20
BCE_4435	NA	26
BCE_4436	NA	NA
BCE_4437	NA	NA
BCE_4438	1.7	244
BCE_4439	3.6	9
BCE_4440	2.1	15
BCE_4441	3.7	19
BCE_4442	NA	15
BCE_4443	NA	14
BCE_4444	4.2	6
BCE_4445	3.6	5
BCE_4446	2.4	7
BCE_4447	2.1	521
BCE_4448	1.6	571
BCE_4449	1.5	332
BCE_4450	1.2	345
BCE_4451	1.7	54
BCE_4452	NA	NA
BCE_4453	NA	NA
BCE_4454	3.5	266
BCE_4455	3.3	268
BCE_4456	3.1	502
BCE_4457	3.4	424
BCE_4458	2.6	213
BCE_4459	1.9	540
BCE_4460	3.2	26
BCE_4461	5.0	547
BCE_4462	2.2	221
BCE_4463	2.0	516
BCE_4464	1.4	425
BCE_4465	1.4	568
BCE_4466	2.3	55
BCE_4467	2.4	137
BCE_4468	NA	777
BCE_4469	6.3	801
BCE_4470	6.2	607
BCE_4471	4.7	466
BCE_4472	NA	7
BCE_4473	NA	NA
BCE_4474	NA	8
BCE_4475	3.6	81
BCE_4476	3.2	139
BCE_4477	2.7	108
BCE_4478	3.2	153
BCE_4479	2.9	305
BCE_4480	3.4	280
BCE_4481	3.2	349
BCE_4482	1.7	19
BCE_4483	2.1	18
BCE_4484	2.0	463
BCE_4485	4.1	370
BCE_4486	3.6	657
BCE_4487	NA	19
BCE_4488	2.6	19
BCE_4489	NA	22
BCE_4490	2.6	272
BCE_4491	2.0	179
BCE_4492	1.8	572
BCE_4493	2.1	183
BCE_4494	NA	8
BCE_4495	5.1	30
BCE_4496	5.7	193
BCE_4497	0.8	107
BCE_4498	NA	NA
BCE_4499	NA	NA
BCE_4500	2.8	8
BCE_4501	5.3	553
BCE_4502	2.7	256
BCE_4503	1.6	237
BCE_4504	1.3	209
BCE_4505	1.5	170
BCE_4506	1.6	138
BCE_4507	1.7	10
BCE_4508	NA	NA
BCE_4509	NA	NA
BCE_4510	NA	7
BCE_4511	NA	NA
BCE_4512	NA	NA
BCE_4513	NA	NA
BCE_4514	NA	NA
BCE_4515	NA	NA
BCE_4516	NA	21
BCE_4517	1.2	81
BCE_4518	NA	NA
BCE_4519	NA	NA
BCE_4520	NA	NA
BCE_4521	NA	NA
BCE_4522	NA	38
BCE_4523	NA	6
BCE_4524	3.8	31
BCE_4525	3.0	11
BCE_4526	1.9	7
BCE_4527	2.1	11
BCE_4528	1.7	16
BCE_4529	NA	29
BCE_4530	1.6	16
BCE_4531	1.8	24
BCE_4532	3.6	403
BCE_4533	4.1	640
BCE_4534	6.4	4608
BCE_4535	8.1	9047
BCE_4536	NA	14651
BCE_4537	2.3	15
BCE_4538	NA	NA
BCE_4539	NA	NA
BCE_4540	1.9	292
BCE_4541	1.9	442
BCE_4542	1.5	302
BCE_4543	1.4	611
BCE_4544	1.5	482
BCE_4545	1.1	17
BCE_4546	2.1	36
BCE_4547	NA	NA
BCE_4548	3.2	43
BCE_4549	6.8	365
BCE_4550	NA	NA
BCE_4551	NA	NA
BCE_4552	4.4	155
BCE_4553	4.2	290
BCE_4554	2.7	183
BCE_4555	1.9	186
BCE_4556	1.3	104
BCE_4557	NA	132
BCE_4558	NA	38
BCE_4559	NA	46
BCE_4560	3.0	419
BCE_4561	2.7	300
BCE_4562	4.8	18
BCE_4563	5.2	1890
BCE_4564	4.2	2628
BCE_4565	1.5	111
BCE_4566	NA	NA
BCE_4567	NA	NA
BCE_4568	NA	NA
BCE_4569	NA	NA
BCE_4570	NA	17
BCE_4571	2.6	20
BCE_4572	NA	81
BCE_4573	NA	35
BCE_4574	2.9	246
BCE_4575	2.0	23
BCE_4576	NA	6
BCE_4577	1.8	16
BCE_4578	NA	15
BCE_4579	NA	23
BCE_4580	1.5	129
BCE_4581	NA	183
BCE_4582	NA	NA
BCE_4583	NA	300
BCE_4584	9.5	411
BCE_4585	8.7	374
BCE_4586	6.5	362
BCE_4587	NA	NA
BCE_4588	NA	NA
BCE_4589	1.1	59
BCE_4590	NA	NA
BCE_4591	2.3	6
BCE_4592	NA	18
BCE_4593	NA	NA
BCE_4594	NA	NA
BCE_4595	1.2	8
BCE_4596	2.1	23
BCE_4597	1.5	39
BCE_4598	NA	25
BCE_4599	NA	NA
BCE_4600	NA	7
BCE_4601	1.2	41
BCE_4602	NA	54
BCE_4603	1.8	29
BCE_4604	2.1	76
BCE_4605	1.7	55
BCE_4606	NA	NA
BCE_4607	NA	NA
BCE_4608	NA	NA
BCE_4609	NA	NA
BCE_4610	NA	NA
BCE_4611	NA	NA
BCE_4612	NA	NA
BCE_4613	NA	NA
BCE_4614	NA	NA
BCE_4615	NA	8
BCE_4616	2.0	44
BCE_4617	NA	NA
BCE_4618	NA	NA
BCE_4619	NA	NA
BCE_4620	2.1	20
BCE_4621	2.1	59
BCE_4622	1.8	358
BCE_4623	1.6	211
BCE_4624	1.1	84
BCE_4625	NA	NA
BCE_4626	NA	NA
BCE_4627	NA	NA
BCE_4628	NA	NA
BCE_4629	NA	NA
BCE_4630	4.7	12
BCE_4631	NA	8
BCE_4632	NA	8
BCE_4633	4.0	74
BCE_4634	2.4	118
BCE_4635	2.2	264
BCE_4636	2.0	326
BCE_4637	2.0	471
BCE_4638	3.7	933
BCE_4639	1.4	419
BCE_4640	1.4	238
BCE_4641	0.9	141
BCE_4642	2.1	10
BCE_4643	5.2	300
BCE_4644	6.2	780
BCE_4645	3.9	812
BCE_4646	2.9	247
BCE_4647	NA	36
BCE_4648	15+	1584
BCE_4649	3.4	12
BCE_4650	3.6	29
BCE_4651	1.8	19
BCE_4652	2.0	43
BCE_4653	NA	NA
BCE_4654	NA	NA
BCE_4655	4.5	7
BCE_4656	2.7	8
BCE_4657	NA	NA
BCE_4658	NA	NA
BCE_4659	NA	NA
BCE_4660	NA	NA
BCE_4661	NA	NA
BCE_4662	2.3	10
BCE_4663	1.9	472
BCE_4664	2.1	474
BCE_4665	1.8	65
BCE_4666	2.1	2795
BCE_4667	3.6	353
BCE_4668	3.1	373
BCE_4669	3.0	247
BCE_4670	2.3	279
BCE_4671	3.4	429
BCE_4672	4.1	1007
BCE_4673	1.6	27
BCE_4674	2.0	42
BCE_4675	1.7	27
BCE_4676	1.4	9
BCE_4677	1.9	194
BCE_4678	1.6	132
BCE_4679	1.5	139
BCE_4680	1.3	163
BCE_4681	1.3	135
BCE_4682	4.2	26
BCE_4683	NA	NA
BCE_4684	3.5	22
BCE_4685	3.6	275
BCE_4686	5.4	311
BCE_4687	5.5	474
BCE_4688	1.2	82
BCE_4689	NA	NA
BCE_4690	1.1	21
BCE_4691	NA	NA
BCE_4692	1.8	41
BCE_4693	2.1	13
BCE_4694	1.4	29
BCE_4695	NA	NA
BCE_4696	NA	NA
BCE_4697	NA	NA
BCE_4698	NA	5
BCE_4699	2.5	37
BCE_4700	2.3	39
BCE_4701	1.5	33
BCE_4702	6.6	126
BCE_4703	2.0	93
BCE_4704	NA	1817
BCE_4705	4.3	6975
BCE_4706	5.5	4809
BCE_4707	3.8	282
BCE_4708	NA	NA
BCE_4709	1.4	57
BCE_4710	1.6	56
BCE_4711	1.6	73
BCE_4712	3.1	796
BCE_4713	NA	9
BCE_4714	3.5	370
BCE_4715	3.8	42
BCE_4716	3.1	68
BCE_4717	2.8	112
BCE_4718	2.3	161
BCE_4719	1.5	38
BCE_4720	1.5	31
BCE_4721	NA	6
BCE_4722	5.0	26
BCE_4723	9.5	473
BCE_4724	6.7	650
BCE_4725	3.2	264
BCE_4726	2.7	29
BCE_4727	0.8	21
BCE_4728	3.3	54
BCE_4729	8.4	843
BCE_4730	6.0	1498
BCE_4731	5.7	366
BCE_4732	5.3	707
BCE_4733	3.9	954
BCE_4734	4.3	1359
BCE_4735	3.3	55
BCE_4736	NA	NA
BCE_4737	NA	NA
BCE_4738	3.8	63
BCE_4739	NA	96
BCE_4740	NA	NA
BCE_4741	2.4	21
BCE_4742	2.0	6
BCE_4743	NA	6
BCE_4744	1.7	77
BCE_4745	NA	NA
BCE_4746	NA	NA
BCE_4747	6.3	53
BCE_4748	8.7	258
BCE_4749	NA	NA
BCE_4750	NA	NA
BCE_4751	NA	NA
BCE_4752	NA	NA
BCE_4753	NA	NA
BCE_4754	NA	6
BCE_4755	NA	8
BCE_4756	4.9	9
BCE_4757	NA	NA
BCE_4758	8.2	222
BCE_4759	1.6	28
BCE_4760	NA	39
BCE_4761	2.1	7
BCE_4762	3.5	7
BCE_4763	1.0	41
BCE_4764	4.2	8
BCE_4765	3.6	13
BCE_4766	1.5	17
BCE_4767	NA	6
BCE_4768	NA	NA
BCE_4769	2.2	122
BCE_4770	1.4	65
BCE_4771	NA	NA
BCE_4772	NA	6
BCE_4773	5.3	1762
BCE_4774	2.6	158
BCE_4775	NA	731
BCE_4776	NA	6
BCE_4777	NA	NA
BCE_4778	NA	NA
BCE_4779	4.9	15
BCE_4780	3.0	95
BCE_4781	NA	NA
BCE_4782	NA	NA
BCE_4783	3.2	188
BCE_4784	1.8	159
BCE_4785	1.3	216
BCE_4786	NA	119
BCE_4787	NA	NA
BCE_4788	NA	NA
BCE_4789	NA	NA
BCE_4790	4.4	108
BCE_4791	NA	NA
BCE_4792	NA	NA
BCE_4793	4.7	1950
BCE_4794	NA	11
BCE_4795	1.1	14
BCE_4796	3.4	229
BCE_4797	3.0	30
BCE_4798	2.8	14
BCE_4799	2.0	9
BCE_4800	NA	NA
BCE_4801	NA	NA
BCE_4802	NA	14
BCE_4803	1.8	13
BCE_4804	2.5	8
BCE_4805	NA	NA
BCE_4806	NA	NA
BCE_4807	NA	31
BCE_4808	NA	148
BCE_4809	NA	NA
BCE_4810	NA	NA
BCE_4811	NA	NA
BCE_4812	NA	7
BCE_4813	1.7	250
BCE_4814	NA	67
BCE_4815	0.9	57
BCE_4816	NA	119
BCE_4817	3.3	117
BCE_4818	3.2	138
BCE_4819	NA	6
BCE_4820	12.0	99
BCE_4821	NA	NA
BCE_4822	NA	NA
BCE_4823	NA	NA
BCE_4824	4.0	10
BCE_4825	4.0	7
BCE_4826	NA	NA
BCE_4827	NA	8
BCE_4828	1.9	9
BCE_4829	1.6	9
BCE_4830	1.6	373
BCE_4831	1.9	128
BCE_4832	1.7	165
BCE_4833	NA	17
BCE_4834	4.0	471
BCE_4835	3.7	188
BCE_4836	3.1	191
BCE_4837	3.8	31
BCE_4838	6.3	139
BCE_4839	NA	186
BCE_4840	3.5	16
BCE_4841	1.5	232
BCE_4842	1.8	321
BCE_4843	1.8	148
BCE_4844	3.3	6
BCE_4845	NA	6
BCE_4846	3.5	55
BCE_4847	2.1	171
BCE_4848	1.6	191
BCE_4849	1.4	153
BCE_4850	1.8	66
BCE_4851	2.1	69
BCE_4852	4.4	69
BCE_4853	3.6	87
BCE_4854	NA	NA
BCE_4855	NA	NA
BCE_4856	NA	NA
BCE_4857	1.8	164
BCE_4858	NA	NA
BCE_4859	NA	NA
BCE_4860	NA	NA
BCE_4861	3.0	20
BCE_4862	2.3	47
BCE_4863	3.4	38
BCE_4864	2.9	49
BCE_4865	4.9	98
BCE_4866	2.9	42
BCE_4867	2.0	25
BCE_4868	NA	NA
BCE_4869	NA	NA
BCE_4870	NA	NA
BCE_4871	4.1	187
BCE_4872	NA	23
BCE_4873	NA	NA
BCE_4874	NA	NA
BCE_4875	NA	NA
BCE_4876	NA	NA
BCE_4877	2.1	57
BCE_4878	1.8	82
BCE_4879	5.3	388
BCE_4880	NA	NA
BCE_4881	NA	NA
BCE_4882	6.3	300
BCE_4883	2.3	24
BCE_4884	1.6	11
BCE_4885	1.4	62
BCE_4886	1.0	49
BCE_4887	4.4	6
BCE_4888	4.0	11
BCE_4889	NA	NA
BCE_4890	NA	NA
BCE_4891	NA	NA
BCE_4892	2.1	32
BCE_4893	1.5	99
BCE_4894	2.1	11
BCE_4895	1.8	17
BCE_4896	NA	6
BCE_4897	NA	11
BCE_4898	NA	NA
BCE_4899	NA	NA
BCE_4900	NA	NA
BCE_4901	1.5	271
BCE_4902	2.2	24
BCE_4903	1.4	57
BCE_4904	1.5	11
BCE_4905	7.5	41
BCE_4906	NA	NA
BCE_4907	NA	NA
BCE_4908	2.7	36
BCE_4909	1.8	45
BCE_4910	NA	13
BCE_4911	NA	13
BCE_4912	NA	23
BCE_4913	NA	25
BCE_4914	3.4	729
BCE_4915	NA	225
BCE_4916	1.3	267
BCE_4917	NA	16
BCE_4918	NA	22
BCE_4919	NA	NA
BCE_4920	NA	8
BCE_4921	3.5	41
BCE_4922	NA	NA
BCE_4923	2.4	NA
BCE_4924	NA	NA
BCE_4925	NA	NA
BCE_4926	1.4	37
BCE_4927	1.2	53
BCE_4928	NA	25
BCE_4929	1.0	6
BCE_4930	1.4	44
BCE_4931	2.7	66
BCE_4932	2.6	307
BCE_4933	NA	NA
BCE_4934	2.4	12
BCE_4935	NA	NA
BCE_4936	NA	NA
BCE_4937	NA	NA
BCE_4938	NA	NA
BCE_4939	NA	14
BCE_4940	1.9	10
BCE_4941	NA	NA
BCE_4942	3.1	157
BCE_4943	NA	NA
BCE_4944	NA	NA
BCE_4945	NA	12
BCE_4946	3.7	297
BCE_4947	NA	13
BCE_4948	4.6	121
BCE_4949	NA	45
BCE_4950	NA	46
BCE_4951	NA	NA
BCE_4952	2.0	290
BCE_4953	NA	NA
BCE_4954	2.2	138
BCE_4955	2.1	176
BCE_4956	2.1	293
BCE_4957	1.8	36
BCE_4958	2.7	64
BCE_4959	1.6	52
BCE_4960	1.4	42
BCE_4961	2.1	97
BCE_4962	NA	NA
BCE_4963	2.2	17
BCE_4964	2.0	398
BCE_4965	1.5	146
BCE_4966	1.3	176
BCE_4967	1.4	33
BCE_4968	1.6	8
BCE_4969	NA	NA
BCE_4970	NA	NA
BCE_4971	NA	NA
BCE_4972	1.7	17
BCE_4973	NA	166
BCE_4974	1.7	47
BCE_4975	5.6	133
BCE_4976	5.3	141
BCE_4977	NA	43
BCE_4978	0.9	54
BCE_4979	1.2	172
BCE_4980	1.2	132
BCE_4981	1.5	31
BCE_4982	NA	NA
BCE_4983	NA	NA
BCE_4984	1.0	9
BCE_4985	NA	8
BCE_4986	NA	NA
BCE_4987	NA	26
BCE_4988	NA	24
BCE_4989	2.8	55
BCE_4990	2.8	77
BCE_4991	2.0	27
BCE_4992	2.3	20
BCE_4993	2.8	32
BCE_4994	2.2	31
BCE_4995	NA	NA
BCE_4996	NA	22
BCE_4997	1.1	18
BCE_4998	1.8	6
BCE_4999	2.4	68
BCE_5000	2.2	39
BCE_5001	2.2	40
BCE_5002	2.1	49
BCE_5003	1.8	35
BCE_5004	NA	NA
BCE_5005	NA	NA
BCE_5006	NA	NA
BCE_5007	NA	NA
BCE_5008	1.7	6
BCE_5009	1.5	14
BCE_5010	1.4	14
BCE_5011	1.4	38
BCE_5012	1.4	19
BCE_5013	9.8	594
BCE_5014	4.4	298
BCE_5015	1.6	150
BCE_5016	1.4	98
BCE_5017	1.7	74
BCE_5018	NA	NA
BCE_5019	4.2	5893
BCE_5020	NA	72
BCE_5021	2.1	10
BCE_5022	NA	NA
BCE_5023	NA	14
BCE_5024	4.3	9
BCE_5025	NA	NA
BCE_5026	NA	5
BCE_5027	NA	NA
BCE_5028	NA	NA
BCE_5029	NA	NA
BCE_5030	NA	NA
BCE_5031	NA	NA
BCE_5032	2.2	30
BCE_5033	NA	699
BCE_5034	NA	NA
BCE_5035	NA	NA
BCE_5036	NA	NA
BCE_5037	NA	462
BCE_5038	NA	NA
BCE_5039	2.4	482
BCE_5040	3.3	40
BCE_5041	2.4	44
BCE_5042	7.6	48
BCE_5043	NA	NA
BCE_5044	NA	28
BCE_5045	2.8	48
BCE_5046	NA	NA
BCE_5047	NA	NA
BCE_5048	15+	78
BCE_5049	NA	NA
BCE_5050	4.5	285
BCE_5051	NA	NA
BCE_5052	4.0	28
BCE_5053	10.5	256
BCE_5054	2.6	32
BCE_5055	1.6	18
BCE_5056	NA	10
BCE_5057	4.0	302
BCE_5058	5.1	303
BCE_5059	NA	NA
BCE_5060	5.2	48
BCE_5061	NA	NA
BCE_5062	2.8	7
BCE_5063	NA	9
BCE_5064	1.2	117
BCE_5065	6.2	28
BCE_5066	5.2	76
BCE_5067	1.8	21
BCE_5068	NA	NA
BCE_5069	3.5	41
BCE_5070	3.5	22
BCE_5071	3.8	20
BCE_5072	NA	58
BCE_5073	3.3	215
BCE_5074	1.6	73
BCE_5075	NA	19
BCE_5076	2.9	36
BCE_5077	NA	NA
BCE_5078	1.6	31
BCE_5079	NA	28
BCE_5080	5.1	247
BCE_5081	NA	NA
BCE_5082	NA	15
BCE_5083	NA	NA
BCE_5084	NA	7
BCE_5085	NA	119
BCE_5086	NA	1264
BCE_5087	3.2	31
BCE_5088	3.6	48
BCE_5089	3.2	61
BCE_5090	3.7	8
BCE_5091	2.4	9
BCE_5092	NA	NA
BCE_5093	1.0	9
BCE_5094	NA	8
BCE_5095	NA	34
BCE_5096	4.8	136
BCE_5097	3.1	85
BCE_5098	2.6	210
BCE_5099	6.6	405
BCE_5100	4.9	394
BCE_5101	NA	NA
BCE_5102	1.9	137
BCE_5103	NA	6
BCE_5104	NA	17
BCE_5105	2.0	83
BCE_5106	NA	NA
BCE_5107	NA	NA
BCE_5108	2.4	6
BCE_5109	6.2	541
BCE_5110	NA	NA
BCE_5111	1.8	9
BCE_5112	2.8	8
BCE_5113	1.3	32
BCE_5114	2.3	12
BCE_5115	NA	12
BCE_5116	8.5	934
BCE_5117	8.4	2676
BCE_5118	5.9	1983
BCE_5119	5.5	2071
BCE_5120	5.0	1673
BCE_5121	2.9	68
BCE_5122	NA	NA
BCE_5123	NA	NA
BCE_5124	NA	NA
BCE_5125	NA	NA
BCE_5126	NA	NA
BCE_5127	NA	17
BCE_5128	NA	28
BCE_5129	NA	17
BCE_5130	NA	1773
BCE_5131	NA	644
BCE_5132	NA	NA
BCE_5133	1.6	23
BCE_5134	NA	NA
BCE_5135	NA	NA
BCE_5136	2.5	25
BCE_5137	NA	NA
BCE_5138	NA	34
BCE_5139	2.5	12
BCE_5140	NA	14
BCE_5141	3.8	9
BCE_5142	NA	NA
BCE_5143	NA	NA
BCE_5144	NA	NA
BCE_5145	NA	NA
BCE_5146	NA	NA
BCE_5147	1.5	35
BCE_5148	4.0	32
BCE_5149	4.9	38
BCE_5150	NA	100
BCE_5151	1.7	24
BCE_5152	1.6	31
BCE_5153	NA	NA
BCE_5154	NA	NA
BCE_5155	NA	NA
BCE_5156	NA	25
BCE_5157	2.7	34
BCE_5158	NA	NA
BCE_5159	2.3	7
BCE_5160	NA	NA
BCE_5161	NA	38
BCE_5162	NA	31
BCE_5163	2.6	120
BCE_5164	1.8	13
BCE_5165	1.8	24
BCE_5166	2.5	24
BCE_5167	1.4	61
BCE_5168	1.7	56
BCE_5169	NA	170
BCE_5170	2.2	32
BCE_5171	NA	19
BCE_5172	0.8	67
BCE_5173	1.1	150
BCE_5174	1.3	182
BCE_5175	3.6	10
BCE_5176	NA	23
BCE_5177	NA	6
BCE_5178	2.0	34
BCE_5179	NA	43419
BCE_5180	1.5	21
BCE_5181	3.1	132
BCE_5182	6.7	217
BCE_5183	NA	NA
BCE_5184	2.0	11
BCE_5185	2.5	6
BCE_5186	NA	NA
BCE_5187	NA	NA
BCE_5188	2.3	14
BCE_5189	NA	5
BCE_5190	1.5	82
BCE_5191	4.0	176
BCE_5192	4.1	12
BCE_5193	NA	NA
BCE_5194	3.1	113
BCE_5195	NA	132
BCE_5196	5.8	516
BCE_5197	0.9	98
BCE_5198	1.3	661
BCE_5199	0.6	32
BCE_5200	2.5	527
BCE_5201	1.7	69
BCE_5202	NA	NA
BCE_5203	1.9	20
BCE_5204	NA	21
BCE_5205	NA	NA
BCE_5206	2.0	35
BCE_5207	1.6	18
BCE_5208	2.1	82
BCE_5209	5.7	3089
BCE_5210	6.0	1241
BCE_5211	2.5	59
BCE_5212	NA	150
BCE_5213	1.6	244
BCE_5214	2.2	73
BCE_5215	2.1	86
BCE_5216	NA	6
BCE_5217	NA	8
BCE_5218	2.3	70
BCE_5219	NA	26
BCE_5220	0.8	22
BCE_5221	NA	37
BCE_5222	NA	NA
BCE_5223	2.1	629
BCE_5224	1.9	290
BCE_5225	1.6	590
BCE_5226	1.7	1319
BCE_5227	NA	11
BCE_5228	NA	NA
BCE_5229	NA	8
BCE_5230	2.4	88
BCE_5231	1.9	105
BCE_5232	3.0	170
BCE_5233	1.3	170
BCE_5234	1.6	819
BCE_5235	1.7	97
BCE_5236	1.3	27
BCE_5237	NA	NA
BCE_5238	7.3	813
BCE_5239	NA	1097
BCE_5240	NA	1478
BCE_5241	15+	1502
BCE_5242	4.3	1106
BCE_5243	2.6	640
BCE_5244	NA	19
BCE_5245	2.3	100
BCE_5246	NA	NA
BCE_5247	NA	NA
BCE_5248	NA	NA
BCE_5249	NA	NA
BCE_5250	NA	NA
BCE_5251	NA	NA
BCE_5252	NA	NA
BCE_5253	NA	NA
BCE_5254	5.6	509
BCE_5255	NA	37
BCE_5256	3.2	389
BCE_5257	3.7	286
BCE_5258	2.6	286
BCE_5259	2.9	333
BCE_5260	2.4	270
BCE_5261	1.2	178
BCE_5262	2.7	234
BCE_5263	2.3	85
BCE_5264	2.1	34
BCE_5265	1.9	41
BCE_5266	2.2	252
BCE_5267	1.5	119
BCE_5268	1.5	55
BCE_5269	1.3	11
BCE_5270	2.6	21
BCE_5271	2.4	91
BCE_5272	2.5	46
BCE_5273	NA	NA
BCE_5274	0.9	12
BCE_5275	0.9	11
BCE_5276	1.7	17
BCE_5277	1.5	22
BCE_5278	1.3	13
BCE_5279	NA	NA
BCE_5280	NA	14
BCE_5281	NA	21
BCE_5282	NA	19
BCE_5283	NA	17
BCE_5284	3.1	154
BCE_5285	2.9	250
BCE_5286	1.6	54
BCE_5287	1.4	22
BCE_5288	3.4	172
BCE_5289	1.7	330
BCE_5290	1.7	392
BCE_5291	4.5	177
BCE_5292	1.7	95
BCE_5293	2.3	237
BCE_5295	1.3	374
BCE_5296	3.1	315
BCE_5297	3.6	95
BCE_5298	3.8	174
BCE_5299	NA	NA
BCE_5300	NA	NA
BCE_5301	1.4	293
BCE_5302	3.1	167
BCE_5303	NA	94
BCE_5304	1.2	183
BCE_5305	0.6	77
BCE_5306	1.7	224
BCE_5307	3.6	365
BCE_5308	2.0	9
BCE_5309	NA	NA
BCE_5310	NA	NA
BCE_5311	1.1	315
BCE_5312	NA	NA
BCE_5313	1.7	34
BCE_5314	2.1	14
BCE_5315	NA	NA
BCE_5316	NA	NA
BCE_5317	NA	NA
BCE_5318	NA	NA
BCE_5319	NA	NA
BCE_5320	NA	NA
BCE_5321	NA	NA
BCE_5322	NA	12
BCE_5323	2.0	8
BCE_5324	2.1	94
BCE_5325	2.3	34
BCE_5326	NA	NA
BCE_5327	2.6	62
BCE_5328	NA	NA
BCE_5329	2.1	228
BCE_5330	NA	NA
BCE_5331	NA	NA
BCE_5332	NA	NA
BCE_5333	NA	NA
BCE_5334	3.2	8
BCE_5335	NA	13
BCE_5336	2.1	56
BCE_5337	4.2	41
BCE_5338	NA	NA
BCE_5339	NA	NA
BCE_5340	NA	NA
BCE_5341	4.1	8
BCE_5342	2.6	164
BCE_5343	NA	NA
BCE_5344	NA	NA
BCE_5345	2.7	81
BCE_5346	2.6	163
BCE_5347	2.0	8
BCE_5348	1.6	380
BCE_5349	NA	10
BCE_5350	NA	9
BCE_5351	NA	NA
BCE_5352	NA	35
BCE_5353	10.1	220
BCE_5354	2.6	420
BCE_5355	1.6	117
BCE_5356	1.7	152
BCE_5357	1.6	9948
BCE_5358	1.6	121
BCE_5359	NA	32
BCE_5360	1.6	51
BCE_5361	NA	62
BCE_5362	NA	108
BCE_5363	2.0	51
BCE_5364	2.4	68
BCE_5365	1.8	105
BCE_5366	NA	NA
BCE_5367	NA	NA
BCE_5368	3.9	190
BCE_5369	NA	NA
BCE_5370	NA	NA
BCE_5371	7.2	74
BCE_5372	4.5	67
BCE_5373	4.2	83
BCE_5374	5.6	85
BCE_5375	3.4	16
BCE_5376	2.7	31
BCE_5377	2.0	32
BCE_5378	2.1	39
BCE_5379	3.2	73
BCE_5380	4.5	230
BCE_5381	NA	41
BCE_5382	4.4	191
BCE_5383	4.0	258
BCE_5384	3.3	264
BCE_5385	3.6	337
BCE_5386	2.2	166
BCE_5387	2.2	78
BCE_5388	1.4	178
BCE_5389	1.6	141
BCE_5390	1.5	272
BCE_5391	1.4	304
BCE_5392	1.4	263
BCE_5393	1.3	203
BCE_5394	1.1	183
BCE_5395	1.3	162
BCE_5396	1.3	178
BCE_5397	1.7	225
BCE_5398	1.6	449
BCE_5399	1.6	279
BCE_5400	NA	16
BCE_5401	6.1	182
BCE_5402	2.1	19
BCE_5403	NA	NA
BCE_5404	2.9	506
BCE_5405	NA	NA
BCE_5406	1.8	8
BCE_5407	NA	NA
BCE_5408	NA	5
BCE_5409	NA	NA
BCE_5410	NA	NA
BCE_5411	1.4	6
BCE_5412	1.8	436
BCE_5413	1.7	539
BCE_5414	2.1	326
BCE_5415	2.6	7
BCE_5416	NA	NA
BCE_5417	NA	NA
BCE_5418	NA	NA
BCE_5419	NA	NA
BCE_5420	NA	NA
